firm_id,rdq,daily_return,adjusted_start_date,adjusted_end_date,days
160,2010-05-06,-0.009824036868147234,2010-05-04,2010-05-13,9
160,2010-08-06,-0.012888245624421753,2010-08-04,2010-08-13,9
160,2010-11-07,-0.0011467917859020373,2010-11-04,2010-11-12,8
167,2010-04-28,-0.0011337857447426035,2010-04-26,2010-05-05,9
167,2010-08-03,-0.0034482799340757233,2010-07-30,2010-08-10,11
167,2010-11-03,-0.0035302871909038296,2010-11-01,2010-11-10,9
169,2010-04-27,0.000941578873268167,2010-04-23,2010-05-04,11
170,2010-05-10,0.0009549219154602364,2010-05-06,2010-05-17,11
170,2010-08-10,-0.006824274188593235,2010-08-06,2010-08-17,11
170,2010-11-15,-0.003569725358643661,2010-11-11,2010-11-22,11
174,2010-05-10,0.04538639994317642,2010-05-06,2010-05-17,11
174,2010-08-16,-0.02558859521500202,2010-08-12,2010-08-23,11
185,2010-05-06,-0.009808734179061274,2010-05-04,2010-05-13,9
185,2010-08-05,0.001740321729031622,2010-08-03,2010-08-12,9
185,2010-10-28,-0.018897857114918357,2010-10-26,2010-11-04,9
192,2010-05-10,0.00012725906278232863,2010-05-06,2010-05-17,11
192,2010-08-09,-0.009183209974149632,2010-08-05,2010-08-16,11
192,2010-11-09,-0.006079316819563316,2010-11-05,2010-11-16,11
193,2010-04-26,0.0030806416334545226,2010-04-22,2010-05-03,11
193,2010-07-28,0.003354901197389533,2010-07-26,2010-08-04,9
193,2010-10-26,0.002792209773868698,2010-10-22,2010-11-02,11
197,2010-04-28,0.013852814746420004,2010-04-26,2010-05-05,9
197,2010-07-29,0.014986080101638691,2010-07-27,2010-08-05,9
197,2010-10-28,0.030425279983520306,2010-10-26,2010-11-04,9
198,2010-04-01,0.017884761893347197,2010-03-30,2010-04-08,9
198,2010-06-25,-0.00284310588124761,2010-06-23,2010-07-02,9
198,2010-09-30,-0.01406633335791794,2010-09-28,2010-10-07,9
205,2010-04-29,-0.010203657266268552,2010-04-27,2010-05-06,9
205,2010-07-29,0.008811071072941,2010-07-27,2010-08-05,9
205,2010-10-26,0.007117723762621988,2010-10-22,2010-11-02,11
207,2010-04-21,-0.0055440042782544125,2010-04-19,2010-04-28,9
207,2010-07-21,0.004241958750185067,2010-07-19,2010-07-28,9
207,2010-10-20,-0.004202635133540707,2010-10-18,2010-10-27,9
210,2010-05-18,-0.010510377886958884,2010-05-14,2010-05-25,11
210,2010-08-17,-0.006083137324322927,2010-08-13,2010-08-24,11
210,2010-11-16,0.004988914630678642,2010-11-12,2010-11-23,11
240,2010-05-07,0.001243355459828063,2010-05-05,2010-05-14,9
240,2010-08-02,0.002868730587540481,2010-07-29,2010-08-09,11
240,2010-10-29,0.009068166541716821,2010-10-27,2010-11-05,9
242,2010-05-19,-0.0010438431141804984,2010-05-17,2010-05-26,9
242,2010-08-04,-0.011737792670009782,2010-08-02,2010-08-11,9
242,2010-11-04,0.012760655024953904,2010-11-02,2010-11-11,9
249,2010-05-06,-0.0002928149723850538,2010-05-04,2010-05-13,9
249,2010-08-06,-0.009428730181466076,2010-08-04,2010-08-13,9
249,2010-11-04,0.009381866281784241,2010-11-02,2010-11-11,9
250,2010-05-17,-0.014887545420742413,2010-05-13,2010-05-24,11
250,2010-08-16,-0.004545450377297416,2010-08-12,2010-08-23,11
250,2010-11-15,-0.00884409829977251,2010-11-11,2010-11-22,11
251,2010-05-06,-0.00262556267129863,2010-05-04,2010-05-13,9
255,2010-04-22,0.035406885709731856,2010-04-20,2010-04-29,9
255,2010-07-22,-0.012088648968034523,2010-07-20,2010-07-29,9
255,2010-10-21,0.028005352301131627,2010-10-19,2010-10-28,9
274,2010-05-10,0.0,2010-05-06,2010-05-17,11
274,2010-08-09,-0.010276679678007487,2010-08-05,2010-08-16,11
274,2010-11-09,-0.0024570000821577524,2010-11-05,2010-11-16,11
275,2010-04-27,-0.0017592279526101513,2010-04-23,2010-05-04,11
275,2010-07-27,0.004109169351125357,2010-07-23,2010-08-03,11
275,2010-10-26,-0.0021634030534153676,2010-10-22,2010-11-02,11
280,2010-06-14,0.03743315658017349,2010-06-10,2010-06-21,11
280,2010-08-23,-0.01162790829549583,2010-08-19,2010-08-30,11
280,2010-12-14,0.00254885046042083,2010-12-10,2010-12-21,11
283,2010-05-20,-0.006231947873863257,2010-05-18,2010-05-27,9
283,2010-08-05,-0.006611834467942035,2010-08-03,2010-08-12,9
283,2010-11-04,0.010020635258121033,2010-11-02,2010-11-11,9
287,2010-04-21,0.006192496336507987,2010-04-19,2010-04-28,9
287,2010-07-21,0.0003679172379107438,2010-07-19,2010-07-28,9
287,2010-10-20,0.004393186240726716,2010-10-18,2010-10-27,9
296,2010-05-06,0.004226100548189769,2010-05-04,2010-05-13,9
296,2010-08-31,-0.006919942558525034,2010-08-27,2010-09-07,11
296,2010-11-08,-0.01049973344271097,2010-11-04,2010-11-15,11
305,2010-05-07,0.010987061624049907,2010-05-05,2010-05-14,9
305,2010-09-10,0.013468009413689473,2010-09-08,2010-09-17,9
305,2010-11-05,0.004307783141912468,2010-11-03,2010-11-12,9
311,2010-05-10,0.004184096244488566,2010-05-06,2010-05-17,11
311,2010-08-13,0.003555552164713561,2010-08-11,2010-08-20,9
311,2010-10-27,0.011231446984266974,2010-10-25,2010-11-03,9
312,2010-04-29,-0.005421398794128692,2010-04-27,2010-05-06,9
312,2010-07-29,0.005570066788190287,2010-07-27,2010-08-05,9
312,2010-10-28,0.009916613914741728,2010-10-26,2010-11-04,9
319,2010-04-29,0.02415694626466679,2010-04-27,2010-05-06,9
319,2010-07-29,-0.005053648853838531,2010-07-27,2010-08-05,9
319,2010-10-28,0.007997488310270029,2010-10-26,2010-11-04,9
320,2010-04-16,0.011070857339679933,2010-04-14,2010-04-23,9
320,2010-07-23,-0.0008757517976212872,2010-07-21,2010-07-30,9
320,2010-10-26,-0.0012601290552209311,2010-10-22,2010-11-02,11
322,2010-05-13,-0.014161222386102533,2010-05-11,2010-05-20,9
322,2010-08-12,-0.009107470081671823,2010-08-10,2010-08-19,9
322,2010-11-10,0.0008460228695454516,2010-11-08,2010-11-17,9
323,2010-04-30,-0.012656782305367148,2010-04-28,2010-05-07,9
323,2010-08-03,0.00618429401405328,2010-07-30,2010-08-10,11
323,2010-11-01,0.003228549746608155,2010-10-28,2010-11-08,11
327,2010-04-13,0.006005306871737428,2010-04-09,2010-04-20,11
327,2010-07-13,0.009616304851032988,2010-07-09,2010-07-20,11
327,2010-10-12,-0.006872228436154947,2010-10-08,2010-10-19,11
330,2010-04-30,-0.01596684444877664,2010-04-28,2010-05-07,9
330,2010-07-29,0.003516170953460252,2010-07-27,2010-08-05,9
330,2010-11-05,-0.0026545381140117646,2010-11-03,2010-11-12,9
331,2010-05-03,-0.006265358996427675,2010-04-29,2010-05-10,11
331,2010-08-02,0.004991679188299849,2010-07-29,2010-08-09,11
331,2010-11-02,0.003734026023489233,2010-10-29,2010-11-09,11
334,2010-04-29,-0.012641795513382762,2010-04-27,2010-05-06,9
345,2010-05-06,-0.01738473277377595,2010-05-04,2010-05-13,9
345,2010-08-05,-0.009708735304625548,2010-08-03,2010-08-12,9
348,2010-05-06,0.00010147365861006275,2010-05-04,2010-05-13,9
348,2010-08-05,-0.006745685896470777,2010-08-03,2010-08-12,9
348,2010-11-04,0.003994184595327673,2010-11-02,2010-11-11,9
350,2010-05-03,-0.022117141549487716,2010-04-29,2010-05-10,11
350,2010-08-02,-0.012723586229874436,2010-07-29,2010-08-09,11
350,2010-11-02,0.006574002509359944,2010-10-29,2010-11-09,11
351,2010-03-31,0.010105819298476768,2010-03-29,2010-04-07,9
351,2010-06-30,-0.01688766346093132,2010-06-28,2010-07-07,9
351,2010-10-06,0.015017762777172447,2010-10-04,2010-10-13,9
352,2010-05-07,-0.00011719732407826568,2010-05-05,2010-05-14,9
352,2010-07-29,-0.0038816072313778913,2010-07-27,2010-08-05,9
352,2010-11-04,0.0039093024985429915,2010-11-02,2010-11-11,9
355,2010-04-21,-0.06061884851151259,2010-04-19,2010-04-28,9
355,2010-07-29,-0.0028078593551864937,2010-07-27,2010-08-05,9
355,2010-11-02,0.0048577415343283555,2010-10-29,2010-11-09,11
370,2010-05-11,0.01775774780904673,2010-05-07,2010-05-18,11
370,2010-08-10,0.008158505735989622,2010-08-06,2010-08-17,11
370,2010-11-08,0.004368629990564239,2010-11-04,2010-11-15,11
371,2010-05-13,-0.002701989143071305,2010-05-11,2010-05-20,9
371,2010-08-12,-0.010284919763056503,2010-08-10,2010-08-19,9
371,2010-11-12,0.00939420792069756,2010-11-10,2010-11-19,9
380,2010-05-13,0.012617010199987289,2010-05-11,2010-05-20,9
380,2010-08-05,-0.013565284475816845,2010-08-03,2010-08-12,9
380,2010-11-04,0.028690111423982954,2010-11-02,2010-11-11,9
381,2010-05-11,0.01433217494689143,2010-05-07,2010-05-18,11
381,2010-08-10,0.00721003170877309,2010-08-06,2010-08-17,11
381,2010-12-14,-0.013986012217034898,2010-12-10,2010-12-21,11
386,2010-04-28,0.010444439782036677,2010-04-26,2010-05-05,9
386,2010-08-26,0.009903389679937563,2010-08-24,2010-09-02,9
386,2010-11-04,-0.031746026114451376,2010-11-02,2010-11-11,9
397,2010-03-23,0.0026483524912094014,2010-03-19,2010-03-30,11
397,2010-06-22,-0.017954005068419935,2010-06-18,2010-06-29,11
397,2010-09-21,-0.018026508222049292,2010-09-17,2010-09-28,11
397,2010-12-20,0.007745761399250196,2010-12-16,2010-12-27,11
398,2010-04-28,-0.00744284275571583,2010-04-26,2010-05-05,9
398,2010-07-29,0.0,2010-07-27,2010-08-05,9
398,2010-10-28,-0.009950248903751535,2010-10-26,2010-11-04,9
399,2010-04-22,-0.012924576945353696,2010-04-20,2010-04-29,9
399,2010-08-12,-0.019161989101833008,2010-08-10,2010-08-19,9
399,2010-10-26,0.006765321015001755,2010-10-22,2010-11-02,11
402,2010-04-28,-0.036728390442163895,2010-04-26,2010-05-05,9
402,2010-07-28,-0.0028272587320465952,2010-07-26,2010-08-04,9
402,2010-10-27,0.006761329753905699,2010-10-25,2010-11-03,9
405,2010-05-19,0.01080753069323486,2010-05-17,2010-05-26,9
405,2010-08-11,0.004026370355069334,2010-08-09,2010-08-18,9
405,2010-11-10,-0.0007916076533209768,2010-11-08,2010-11-17,9
408,2010-05-10,0.011179762430013262,2010-05-06,2010-05-17,11
408,2010-08-09,0.006438320938094777,2010-08-05,2010-08-16,11
408,2010-11-15,0.00022502765473135234,2010-11-11,2010-11-22,11
409,2010-04-26,-0.005427408653900009,2010-04-22,2010-05-03,11
409,2010-07-28,-0.005183028270704497,2010-07-26,2010-08-04,9
409,2010-10-26,-0.0026041642413474285,2010-10-22,2010-11-02,11
414,2010-06-29,0.0123760363465185,2010-06-25,2010-07-06,11
414,2010-08-16,-0.00477940708787777,2010-08-12,2010-08-23,11
414,2010-11-15,-0.0014736068450043618,2010-11-11,2010-11-22,11
422,2010-03-31,0.0004629625030505575,2010-03-29,2010-04-07,9
422,2010-07-21,-0.009150333397207708,2010-07-19,2010-07-28,9
422,2010-09-30,0.0025839872081138394,2010-09-28,2010-10-07,9
428,2010-05-05,0.019413954150151538,2010-05-03,2010-05-12,9
428,2010-07-29,0.0010295036972055476,2010-07-27,2010-08-05,9
428,2010-11-04,0.00018460370098596682,2010-11-02,2010-11-11,9
435,2010-05-06,-0.006020244362666088,2010-05-04,2010-05-13,9
435,2010-08-05,-0.006317651101681976,2010-08-03,2010-08-12,9
435,2010-11-11,-0.0015734740742033547,2010-11-09,2010-11-18,9
494,2010-05-13,-0.002061933919021871,2010-05-11,2010-05-20,9
494,2010-08-13,-0.01975172796968266,2010-08-11,2010-08-20,9
494,2010-11-11,-0.019229301134286905,2010-11-09,2010-11-18,9
495,2010-04-26,-0.006920775605423034,2010-04-22,2010-05-03,11
495,2010-07-26,-0.0008583664477495013,2010-07-22,2010-08-02,11
495,2010-10-25,-0.014850259069189358,2010-10-21,2010-11-01,11
501,2010-05-12,0.016565666023584013,2010-05-10,2010-05-19,9
501,2010-08-12,-0.027211309464629966,2010-08-10,2010-08-19,9
501,2010-11-11,-0.013706452307745969,2010-11-09,2010-11-18,9
522,2010-03-25,0.0237759009834576,2010-03-23,2010-04-01,9
522,2010-07-08,0.018682404918605785,2010-07-06,2010-07-15,9
522,2010-09-27,0.0015810261929766237,2010-09-23,2010-10-04,11
527,2010-04-15,0.0034867413283669563,2010-04-13,2010-04-22,9
527,2010-07-15,0.0013297894919645998,2010-07-13,2010-07-22,9
527,2010-10-14,-0.006240491834653781,2010-10-12,2010-10-21,9
538,2010-04-22,-0.00034187512520034483,2010-04-20,2010-04-29,9
538,2010-07-22,0.019651015345227535,2010-07-20,2010-07-29,9
538,2010-10-31,-0.011925486754120964,2010-10-28,2010-11-05,8
539,2010-04-28,-0.00657989788526744,2010-04-26,2010-05-05,9
539,2010-07-26,0.0030199934630968125,2010-07-22,2010-08-02,11
539,2010-10-25,-0.0006105780290071902,2010-10-21,2010-11-01,11
541,2010-06-14,-0.018939393233846538,2010-06-10,2010-06-21,11
541,2010-09-13,-0.01333696304106347,2010-09-09,2010-09-20,11
541,2010-12-13,-0.0016270769564777966,2010-12-09,2010-12-20,11
543,2010-06-24,-0.011803014709761257,2010-06-22,2010-07-01,9
543,2010-09-08,-0.008197862417909063,2010-09-03,2010-09-15,12
543,2010-12-07,0.011611198751920982,2010-12-03,2010-12-14,11
550,2010-04-29,-0.004628086898687232,2010-04-27,2010-05-06,9
550,2010-07-27,0.0009688394912791605,2010-07-23,2010-08-03,11
550,2010-11-03,0.00782735256286871,2010-11-01,2010-11-10,9
553,2010-04-27,-0.0017353503870677649,2010-04-23,2010-05-04,11
553,2010-07-27,0.008808325432956197,2010-07-23,2010-08-03,11
553,2010-10-26,0.002593743376794995,2010-10-22,2010-11-02,11
554,2010-05-06,0.001178177560394694,2010-05-04,2010-05-13,9
554,2010-08-04,0.009059832646296574,2010-08-02,2010-08-11,9
554,2010-11-05,-0.00021659581240522256,2010-11-03,2010-11-12,9
556,2010-04-21,-0.015044860272762956,2010-04-19,2010-04-28,9
556,2010-07-21,0.02273900771497845,2010-07-19,2010-07-28,9
556,2010-10-27,-0.0021141684807368935,2010-10-25,2010-11-03,9
557,2010-05-10,0.00019549856968898482,2010-05-06,2010-05-17,11
557,2010-08-16,-0.012197927847910316,2010-08-12,2010-08-23,11
557,2010-11-15,-0.013550134116469336,2010-11-11,2010-11-22,11
563,2010-05-06,-0.009525714621720121,2010-05-04,2010-05-13,9
563,2010-08-03,0.00012548126030242286,2010-07-30,2010-08-10,11
567,2010-05-10,-0.0020838740163440493,2010-05-06,2010-05-17,11
567,2010-08-09,-0.009449330916198241,2010-08-05,2010-08-16,11
567,2010-11-09,-0.023518044336293672,2010-11-05,2010-11-16,11
568,2010-05-17,-0.008834751632069919,2010-05-13,2010-05-24,11
568,2010-08-16,0.001419933253317867,2010-08-12,2010-08-23,11
568,2010-11-12,0.0037814357473454005,2010-11-10,2010-11-19,9
571,2010-04-29,-0.019157087531992526,2010-04-27,2010-05-06,9
571,2010-07-29,-0.01234025777991695,2010-07-27,2010-08-05,9
571,2010-10-28,-0.004648526959761486,2010-10-26,2010-11-04,9
572,2010-06-03,0.004228857739639028,2010-06-01,2010-06-10,9
572,2010-08-04,-0.031245622353180402,2010-08-02,2010-08-11,9
572,2010-11-04,-0.007262165992142921,2010-11-02,2010-11-11,9
578,2010-04-29,-0.003166842520866394,2010-04-27,2010-05-06,9
578,2010-07-29,0.000808254030281547,2010-07-27,2010-08-05,9
578,2010-10-28,0.009952175192533684,2010-10-26,2010-11-04,9
607,2010-05-07,0.00447220056618944,2010-05-05,2010-05-14,9
607,2010-08-06,-0.007188013493713567,2010-08-04,2010-08-13,9
607,2010-11-08,-0.0024135113499886202,2010-11-04,2010-11-15,11
611,2010-05-06,0.01024676080946756,2010-05-04,2010-05-13,9
611,2010-08-05,0.0013319350121611148,2010-08-03,2010-08-12,9
611,2010-11-04,-0.0009302341352753552,2010-11-02,2010-11-11,9
614,2010-04-22,0.002281512066764465,2010-04-20,2010-04-29,9
614,2010-07-22,0.0030144692343180585,2010-07-20,2010-07-29,9
614,2010-10-21,0.005261717000961761,2010-10-19,2010-10-28,9
615,2010-06-08,-0.007773283424288683,2010-06-04,2010-06-15,11
615,2010-08-04,-0.01680217008926681,2010-08-02,2010-08-11,9
615,2010-11-05,0.008818352068024445,2010-11-03,2010-11-12,9
616,2010-05-10,0.004579375410464302,2010-05-06,2010-05-17,11
616,2010-08-04,-0.007323705972047723,2010-08-02,2010-08-11,9
616,2010-11-03,0.006434398176871626,2010-11-01,2010-11-10,9
618,2010-05-06,-0.00130616511488806,2010-05-04,2010-05-13,9
618,2010-07-21,0.001130995440718754,2010-07-19,2010-07-28,9
618,2010-10-26,0.00038889213993126824,2010-10-22,2010-11-02,11
626,2010-04-21,-0.007676071732926535,2010-04-19,2010-04-28,9
626,2010-07-21,-0.00210526672720212,2010-07-19,2010-07-28,9
626,2010-10-22,-0.0004486276905084467,2010-10-20,2010-10-29,9
633,2010-04-28,0.01099253432787603,2010-04-26,2010-05-05,9
633,2010-07-28,-0.01552665809968954,2010-07-26,2010-08-04,9
633,2010-10-27,0.008741892614687977,2010-10-25,2010-11-03,9
634,2010-05-03,0.022618529894802827,2010-04-29,2010-05-10,11
634,2010-08-03,-0.008241762053298853,2010-07-30,2010-08-10,11
634,2010-11-01,0.017654218381799505,2010-10-28,2010-11-08,11
650,2010-05-06,0.015243026858927974,2010-05-04,2010-05-13,9
650,2010-08-04,-0.014425771482921576,2010-08-02,2010-08-11,9
650,2010-11-03,0.004646884034210489,2010-11-01,2010-11-10,9
653,2010-05-17,-0.008842586475654547,2010-05-13,2010-05-24,11
653,2010-10-07,0.015117152273762677,2010-10-05,2010-10-14,9
653,2010-11-22,-0.005113638183948629,2010-11-18,2010-11-29,11
656,2010-04-22,-5.2860919040343115e-05,2010-04-20,2010-04-29,9
656,2010-07-22,0.006403705241583025,2010-07-20,2010-07-29,9
656,2010-10-21,0.015131960923208196,2010-10-19,2010-10-28,9
657,2010-04-29,-0.005001356452780264,2010-04-27,2010-05-06,9
657,2010-07-29,-0.003660402302151103,2010-07-27,2010-08-05,9
657,2010-10-28,0.004281953752009616,2010-10-26,2010-11-04,9
658,2010-05-05,-0.0036705980765735116,2010-05-03,2010-05-12,9
658,2010-08-04,-0.001880249705660431,2010-08-02,2010-08-11,9
658,2010-11-03,0.005373716573450125,2010-11-01,2010-11-10,9
659,2010-05-05,-0.005225524175316291,2010-05-03,2010-05-12,9
659,2010-08-04,-0.011816835585428273,2010-08-02,2010-08-11,9
659,2010-11-09,-0.01576132675127169,2010-11-05,2010-11-16,11
660,2010-04-26,0.0043053525371985904,2010-04-22,2010-05-03,11
660,2010-07-26,0.0029210340400057902,2010-07-22,2010-08-02,11
660,2010-10-21,0.004974780745982079,2010-10-19,2010-10-28,9
664,2010-04-26,0.0009997080204761867,2010-04-22,2010-05-03,11
664,2010-07-26,0.0006777342400054236,2010-07-22,2010-08-02,11
664,2010-11-01,4.879826932281267e-05,2010-10-28,2010-11-08,11
684,2010-04-28,0.005188768881879237,2010-04-26,2010-05-05,9
684,2010-07-28,0.005157726463077664,2010-07-26,2010-08-04,9
684,2010-11-01,-0.0008997797571516077,2010-10-28,2010-11-08,11
685,2010-05-03,-0.008778119931098503,2010-04-29,2010-05-10,11
685,2010-08-02,0.0008626268224290964,2010-07-29,2010-08-09,11
685,2010-11-01,0.008842640032193165,2010-10-28,2010-11-08,11
686,2010-04-29,-0.007991503723229865,2010-04-27,2010-05-06,9
686,2010-07-29,-0.0006935728042133178,2010-07-27,2010-08-05,9
686,2010-11-03,-0.001692204896260074,2010-11-01,2010-11-10,9
687,2010-04-22,-0.003587394772213637,2010-04-20,2010-04-29,9
687,2010-07-22,0.006896555064868994,2010-07-20,2010-07-29,9
687,2010-10-21,0.0011850115997959218,2010-10-19,2010-10-28,9
689,2010-05-10,0.0035921557321980245,2010-05-06,2010-05-17,11
689,2010-07-26,-0.0015948948640955355,2010-07-22,2010-08-02,11
689,2010-11-09,-0.0021671743211490735,2010-11-05,2010-11-16,11
698,2010-05-10,0.004410971933753437,2010-05-06,2010-05-17,11
698,2010-08-09,-0.007479152028485395,2010-08-05,2010-08-16,11
698,2010-12-14,0.0006633021506397756,2010-12-10,2010-12-21,11
699,2010-04-22,-0.005254453914749239,2010-04-20,2010-04-29,9
699,2010-07-22,0.02331486473546435,2010-07-20,2010-07-29,9
699,2010-10-21,-0.017641908348013904,2010-10-19,2010-10-28,9
700,2010-08-12,0.007012619636003757,2010-08-10,2010-08-19,9
700,2010-11-04,-0.008706828897176505,2010-11-02,2010-11-11,9
716,2010-04-22,-0.0008428544162519166,2010-04-20,2010-04-29,9
716,2010-08-05,-0.004123643254923707,2010-08-03,2010-08-12,9
716,2010-11-04,-0.002779228786324322,2010-11-02,2010-11-11,9
717,2010-05-05,-0.0035514909578076965,2010-05-03,2010-05-12,9
717,2010-08-04,-0.004814339348977742,2010-08-02,2010-08-11,9
717,2010-10-27,0.00018985673638079048,2010-10-25,2010-11-03,9
718,2010-04-28,-0.013463918183498477,2010-04-26,2010-05-05,9
718,2010-07-28,-0.01100441866102094,2010-07-26,2010-08-04,9
718,2010-10-26,0.01176401553325886,2010-10-22,2010-11-02,11
722,2010-04-19,-0.007293702985875514,2010-04-15,2010-04-26,11
722,2010-07-21,-0.003435408688958043,2010-07-19,2010-07-28,9
722,2010-10-27,0.016306046296097762,2010-10-25,2010-11-03,9
728,2010-04-30,-0.0029896989684072496,2010-04-28,2010-05-07,9
728,2010-08-02,0.0060686130359192784,2010-07-29,2010-08-09,11
728,2010-11-01,-0.004193491525490867,2010-10-28,2010-11-08,11
730,2010-04-30,-0.005186182654084849,2010-04-28,2010-05-07,9
730,2010-08-04,-0.00021192762146241104,2010-08-02,2010-08-11,9
730,2010-10-29,0.00042536198710763583,2010-10-27,2010-11-05,9
734,2010-05-28,0.007407410870277156,2010-05-26,2010-06-04,9
734,2010-08-03,0.01810790842344279,2010-07-30,2010-08-10,11
734,2010-11-02,0.008717308968677277,2010-10-29,2010-11-09,11
737,2010-04-21,0.012481613441457352,2010-04-19,2010-04-28,9
737,2010-07-21,0.0026971584191440943,2010-07-19,2010-07-28,9
737,2010-10-20,-0.012174770535446265,2010-10-18,2010-10-27,9
739,2010-04-28,-0.004166667494508969,2010-04-26,2010-05-05,9
739,2010-07-28,0.01730876277464647,2010-07-26,2010-08-04,9
739,2010-10-27,0.00501451716808818,2010-10-25,2010-11-03,9
740,2010-04-26,-0.001206577499588156,2010-04-22,2010-05-03,11
740,2010-07-26,0.009759631024970778,2010-07-22,2010-08-02,11
740,2010-10-27,0.0024288035446230843,2010-10-25,2010-11-03,9
742,2010-04-22,0.004694840673095183,2010-04-20,2010-04-29,9
742,2010-07-22,0.027013881737251593,2010-07-20,2010-07-29,9
